,cape_grim
2016-05-01,
2016-06-01,
2016-07-01,
2016-08-01,
2016-09-01,
2016-10-01,
2016-11-01,
2016-12-01,
2017-01-01,19.84272791955369
2017-02-01,20.70286875266447
2017-03-01,25.096921587514625
2017-04-01,24.059995299789232
2017-05-01,23.5415335111149
2017-06-01,24.928772054029952
2017-07-01,26.346757721743444
2017-08-01,28.047866194466195
2017-09-01,27.422344276809934
2017-10-01,26.766410736590547
2017-11-01,31.640660521266756
2017-12-01,21.526187312945826
